adm_cd,adm_nm,gu_cd,fire_rate_per_10k,v2_pred_fire_rate,v2_risk_score,v2_risk_grade,log_avg_living_pop,ratio_65plus,old_bldg_ratio,avg_floors,damage_per_fire,injury_per_fire,avg_living_pop,fire_count,fire_damage,fire_injury,shap_생활인구 (log),shap_65세+ 비율,shap_노후건물비율 (구단위),shap_평균 층수 (구단위),shap_화재당 재산피해 (log),shap_화재당 부상자 수
1129077000,서울특별시 성북구 장위2동,11290,12.2088,13.6428,7.17,매우높음,9.393843833518453,0.2156,0.6333,2.79,7.44809839035809,0.02127659574468085,12013.191241675764,14.666666666666666,26877.666666666668,0.3333333333333333,0.07329264641504207,-0.004546324240483247,-0.001411073339929327,0.04577217548561343,-0.0012875304016294797,0.002553759733721567
1147063000,서울특별시 양천구 신정2동,11470,10.4187,13.6198,7.14,매우높음,9.52939662120546,0.139,0.6145,3.1,9.013754077603263,0.06521739130434782,13757.287120342067,14.333333333333334,125952.66666666669,1.0,0.054235595140106896,0.001393643638704456,-0.0008669725361170523,0.02839388473173693,0.03173361580704188,-0.002204093928291586
1120072000,서울특별시 성동구 송정동,11200,12.042,13.6125,7.13,매우높음,9.206942831969025,0.1338,0.75,3.32,7.255609382158672,0.0,9965.082251009826,12.0,18395.33333333333,0.0,0.09956862369769567,0.001796879056090567,-0.004788550138061918,0.01606090419672781,-0.005347304038385528,0.004857562559538462
1159065100,서울특별시 동작구 사당5동,11590,10.3372,13.6121,7.12,매우높음,9.302432309653883,0.1642,0.5743,2.8,6.518150219239531,0.027027027027027025,10963.656239501455,11.333333333333334,8341.333333333334,0.3333333333333333,0.08614398003297874,-0.0005604972301666944,0.0002964770550134548,0.04521158546129485,-0.020901009134635076,0.0019311103213386224
1159065000,서울특별시 동작구 사당4동,11590,8.7255,13.5409,7.03,매우높음,9.500902570158715,0.1752,0.5743,2.8,7.629170188543615,0.02631578947368421,13370.790363700871,11.666666666666666,26047.0,0.3333333333333333,0.05824150753109566,-0.0014134952284834649,0.0002964770550134548,0.04521158546129485,0.002531443572572898,0.0020081222223438814
1129059000,서울특별시 성북구 돈암2동,11290,6.3574,13.538,7.02,매우높음,9.558021565189321,0.1602,0.6333,2.79,7.863689711460844,0.0,14156.80817250728,9.0,26001.0,0.0,0.05021128081540148,-0.0002503161398696861,-0.001411073339929327,0.04577217548561343,0.00747768016732746,0.004857562559538462
1168066000,서울특별시 강남구 개포1동,11680,11.6024,13.5337,7.02,매우높음,9.094612768159166,0.171,0.5206,4.83,10.67099025863954,0.1176470588235294,8906.178183888282,10.333333333333334,488314.6666666667,1.3333333333333333,0.11536084621313417,-0.001087805083671608,0.0018506373297325668,-0.06858818947538033,0.06668628048428493,-0.007881111889096131
1114057000,서울특별시 중구 필동,11140,23.3136,13.5069,6.98,매우높음,9.405425068434512,0.109,0.5778,3.2,7.563023573009394,0.0,12153.139233851893,28.33333333333333,56456.66666666666,0.0,0.07166446752334694,0.0037200018159320165,0.0001951816926015963,0.022787984488550954,0.001136349440089965,0.004857562559538462
1117051000,서울특별시 용산구 후암동,11170,20.7112,13.4902,6.96,매우높음,9.475580580907687,0.1631,0.7379,2.75,7.377952341899325,0.03571428571428571,13036.441091475615,27.0,44780.66666666666,1.0,0.06180146712893464,-0.0004751974303350158,-0.004438357599438059,0.04801453558288782,-0.0027669763238635198,0.0009904649590601025
1162054500,서울특별시 관악구 청림동,11620,7.8961,13.4868,6.96,매우높음,9.303552765591416,0.1761,0.5979,3.15,7.485801169616634,0.10344827586206898,10975.948538891922,8.666666666666666,17221.666666666668,1.0,0.0859864577376632,-0.0014832859738002926,-0.0003865431029636573,0.025590934610143952,-0.0004923434416151395,-0.0063436856625367875
1154571000,서울특별시 금천구 시흥5동,11545,18.8974,13.4885,6.96,매우높음,9.36244306571313,0.2084,0.6476,3.1,7.630637129250357,0.043478260869565216,11641.797945360262,22.0,47365.333333333336,1.0,0.07770720735730831,-0.0039879982779486315,-0.0018249372492120687,0.02839388473173693,0.00256238272729984,0.00014979156765176346
1154570000,서울특별시 금천구 시흥4동,11545,17.6338,13.4934,6.96,매우높음,9.336341128007387,0.2019,0.6476,3.1,7.797102135916673,0.11111111111111109,11341.830258360627,20.0,51083.333333333336,2.333333333333333,0.08137681809509754,-0.0034839540062159935,-0.0018249372492120687,0.02839388473173693,0.006073285774845244,-0.007173407753060876
1111063000,서울특별시 종로구 종로5·6가동,11110,22.5122,13.4922,6.96,매우높음,9.725118054411407,0.178,0.3906,2.58,8.389438186741549,0.07758620689655174,16731.66463918304,37.66666666666666,170108.0,3.0,0.026719573877439687,-0.0016306219916913701,0.005613036505030223,0.05754456599630396,0.01856620838758843,-0.0035433736070179757
1120058000,서울특별시 성동구 응봉동,11200,10.2912,13.4794,6.95,매우높음,9.277036016477506,0.1628,0.75,3.32,7.791442466978597,0.08333333333333333,10688.700817367177,11.0,29025.666666666668,1.0,0.08971438584693366,-0.00045193384856274065,-0.004788550138061918,0.01606090419672781,0.005953918051137278,-0.004165665174911043
1147060000,서울특별시 양천구 신월5동,11470,15.259,13.4528,6.91,매우높음,9.298671765268015,0.1681,0.6145,3.1,7.147173228126011,0.09433962264150943,10922.500595351165,16.666666666666668,22428.0,1.6666666666666667,0.08667266622531751,-0.0008629237932062762,-0.0008669725361170523,0.02839388473173693,-0.007634324183229022,-0.005357412234177959
1129064000,서울특별시 성북구 정릉3동,11290,15.5181,13.4355,6.89,매우높음,9.673850788646998,0.1399,0.6333,2.79,8.400811122000157,0.03896103896103896,15895.445164419578,24.666666666666668,114208.33333333331,1.0,0.033927119580254544,0.0013238528933876305,-0.001411073339929327,0.04577217548561343,0.018806074254046616,0.0006389106317438879
1129062000,서울특별시 성북구 정릉1동,11290,7.3466,13.4287,6.88,매우높음,9.551554020849089,0.167,0.6333,2.79,7.763358887086651,0.0588235294117647,14065.53738746361,10.333333333333334,26653.666666666668,0.6666666666666666,0.05112053783783403,-0.0007776239933745998,-0.001411073339929327,0.04577217548561343,0.005361609023533273,-0.0015117746647788355
1123057000,서울특별시 동대문구 전농2동,11230,7.6539,13.357,6.78,매우높음,9.68749590841905,0.1684,0.6955,3.25,9.683635453445078,0.049999999999999996,16113.840690629157,12.333333333333334,214023.3333333333,0.6666666666666666,0.032008783914970744,-0.0008861873749785512,-0.0032112366376486692,0.01998503436695798,0.04586204202127539,-0.0005563740811312409
1141064000,서울특별시 서대문구 홍제3동,11410,15.8959,13.3549,6.78,매우높음,9.622396220146852,0.218,0.6647,2.75,8.001975715347823,0.04,15098.187601746726,24.0,74646.33333333333,1.0,0.041160997739227545,-0.004732432894661451,-0.0023198374484242994,0.04801453558288782,0.010394261629117137,0.0005264132470026992
1114066500,서울특별시 중구 동화동,11140,12.5977,13.3337,6.75,매우높음,9.241872207968127,0.1819,0.5778,3.2,6.37348229871851,0.047619047619047616,10319.342309061134,13.0,8191.333333333333,0.6666666666666666,0.09465798393310912,-0.001933048554730954,0.0001951816926015963,0.022787984488550954,-0.02395219120113053,-0.00029856757443268384
