adm_cd,adm_nm,fire_count,fire_death,fire_injury,fire_damage,avg_living_pop,avg_65plus_pop,ratio_65plus,multi_use_cnt,old_bldg_ratio,avg_floors,cntr_dist_avg,dispatch_delay_avg,fire_rate_per_10k
1129059000,서울특별시 성북구 돈암2동,9.0,0.0,0.0,26001.0,14156.80817250728,2267.768046797671,0.1602,0.0,0.6333,2.79,1.7222222222222223,3.885802469135802,6.3574
1129060000,서울특별시 성북구 안암동,29.666666666666668,0.0,2.3333333333333335,98945.0,25598.23884001092,2766.106627674673,0.1081,0.0,0.6333,2.79,2.248314606741573,3.8318181818181816,11.5893
1129061000,서울특별시 성북구 보문동,18.0,0.0,1.0,16799.333333333332,15832.443631040756,2548.261281513828,0.161,0.0,0.6333,2.79,1.312962962962963,2.939506172839506,11.3691
1129062000,서울특별시 성북구 정릉1동,10.333333333333334,0.0,0.6666666666666666,26653.666666666668,14065.53738746361,2349.3496001728527,0.167,0.0,0.6333,2.79,1.2464285714285714,2.7091397849462364,7.3466
1129063000,서울특별시 성북구 정릉2동,20.666666666666668,0.0,0.6666666666666666,47627.333333333336,19540.72780680495,3552.8186724344982,0.1818,0.0,0.6333,2.79,1.382258064516129,3.236290322580645,10.5762
1129064000,서울특별시 성북구 정릉3동,24.666666666666668,0.3333333333333333,1.0,114208.33333333333,15895.445164419578,2223.6844046852257,0.1399,0.0,0.6333,2.79,2.324324324324324,4.453153153153154,15.5181
1129065000,서울특별시 성북구 정릉4동,21.666666666666668,0.3333333333333333,4.333333333333333,77071.33333333333,18254.475577438137,3675.4528335061855,0.2013,0.0,0.6333,2.79,2.067692307692308,4.065384615384615,11.8692
1129066000,서울특별시 성북구 길음1동,16.333333333333332,0.0,11.666666666666666,70040.0,35486.48089476892,4777.761677210699,0.1346,0.0,0.6333,2.79,1.375,3.4360544217687075,4.6027
1129068500,서울특별시 성북구 길음2동,16.333333333333332,0.3333333333333333,0.6666666666666666,31953.333333333332,18130.58290179221,3006.555851846798,0.1658,0.0,0.6333,2.79,1.5739130434782609,3.230952380952381,9.0087
1129071500,서울특별시 성북구 월곡1동,19.0,0.0,1.0,71022.0,24519.044510944324,3940.636862709243,0.1607,0.0,0.6333,2.79,1.6660714285714284,3.5055555555555555,7.7491
1129072500,서울특별시 성북구 월곡2동,22.666666666666668,0.0,1.0,51754.0,22489.33422693777,3824.6147932769286,0.1701,0.0,0.6333,2.79,2.025,4.186274509803922,10.0789
1129076000,서울특별시 성북구 장위1동,22.333333333333332,0.3333333333333333,1.3333333333333333,55747.666666666664,21419.81247430859,3758.503963600801,0.1755,0.0,0.6333,2.79,1.9388059701492537,3.999751243781095,10.4265
1129077000,서울특별시 성북구 장위2동,14.666666666666666,0.3333333333333333,0.3333333333333333,26877.666666666668,12013.191241675764,2589.971102783843,0.2156,0.0,0.6333,2.79,1.5727272727272728,3.4212121212121214,12.2088
1129078000,서울특별시 성북구 장위3동,10.333333333333334,0.3333333333333333,0.3333333333333333,26474.666666666668,7843.090877283478,1347.9563883096798,0.1719,0.0,0.6333,2.79,1.331034482758621,2.8080645161290323,13.1751
1129052500,서울특별시 성북구 성북동,22.0,0.0,0.0,51910.333333333336,20914.934138191413,3525.054484861718,0.1685,0.0,0.6333,2.79,1.9484375,4.172727272727272,10.5188
1129055500,서울특별시 성북구 삼선동,32.0,0.0,2.0,33588.666666666664,25803.27245561317,3471.621916229986,0.1345,0.0,0.6333,2.79,1.3045454545454545,2.8510416666666667,12.4015
1129057500,서울특별시 성북구 동선동,39.333333333333336,0.0,2.6666666666666665,80864.33333333333,24854.67147229804,2946.759608533479,0.1186,0.0,0.6333,2.79,1.121551724137931,2.9169491525423727,15.8253
1129070500,서울특별시 성북구 종암동,37.0,0.0,2.0,68866.66666666667,38404.497028193226,6253.5697850072775,0.1628,0.0,0.6333,2.79,1.2844660194174755,2.8121621621621617,9.6343
1129081000,서울특별시 성북구 석관동,37.0,0.0,1.6666666666666667,61830.666666666664,26996.27309366812,5322.886767621906,0.1972,0.0,0.6333,2.79,1.5171171171171172,3.209009009009009,13.7056
