adm_cd,adm_nm,risk_class,risk_index,hotspot_rank,lat,lon,fire_count
1174052600,서울특별시 강동구 상일제2동,잠재 위험,56.4,3,37.547481989999994,127.17722361999999,5
1135056000,서울특별시 노원구 월계1동,잠재 위험,56.31,1,37.6194554358209,127.06106917313431,67
1135056000,서울특별시 노원구 월계1동,잠재 위험,56.31,2,37.623732525,127.05350404999999,8
1135056000,서울특별시 노원구 월계1동,잠재 위험,56.31,3,37.628814543333334,127.05857981666666,6
1130554500,서울특별시 강북구 송중동,잠재 위험,55.94,1,37.61695707695313,127.03211953984376,128
1174052500,서울특별시 강동구 상일제1동,잠재 위험,55.67,1,37.54768902911111,127.17092641999997,45
1174052500,서울특별시 강동구 상일제1동,잠재 위험,55.67,2,37.55054312,127.16002304000001,5
1174052500,서울특별시 강동구 상일제1동,잠재 위험,55.67,3,37.54590128,127.16391935,2
1135063000,서울특별시 노원구 상계1동,잠재 위험,55.62,1,37.67551034866666,127.05483224000001,105
1135063000,서울특별시 노원구 상계1동,잠재 위험,55.62,2,37.683045095000004,127.0575404,6
1135063000,서울특별시 노원구 상계1동,잠재 위험,55.62,3,37.687538,127.0546343,4
1121577000,서울특별시 광진구 중곡4동,잠재 위험,55.17,1,37.558653355822784,127.0900722113924,79
1121577000,서울특별시 광진구 중곡4동,잠재 위험,55.17,2,37.56903449285715,127.08699175714285,7
1147053000,서울특별시 양천구 목3동,잠재 위험,55.04,1,37.54791042392157,126.86541516862745,51
1147053000,서울특별시 양천구 목3동,잠재 위험,55.04,2,37.541615425,126.8651822111111,18
1156065000,서울특별시 영등포구 신길3동,잠재 위험,53.88,1,37.50600043076923,126.90315574615384,26
1156065000,서울특별시 영등포구 신길3동,잠재 위험,53.88,2,37.506848379545445,126.90904916363637,22
1168067500,서울특별시 강남구 개포3동,잠재 위험,53.53,1,37.49291846,127.07374546999999,10
1168067500,서울특별시 강남구 개포3동,잠재 위험,53.53,2,37.494237479999995,127.07811666,5
1168067500,서울특별시 강남구 개포3동,잠재 위험,53.53,3,37.4911679,127.07962984000001,5
1126062000,서울특별시 중랑구 묵1동,잠재 위험,53.37,1,37.61442205582279,127.0803037,79
1126062000,서울특별시 중랑구 묵1동,잠재 위험,53.37,2,37.61843566,127.08679595999999,5
1126062000,서울특별시 중랑구 묵1동,잠재 위험,53.37,3,37.60671988,127.08068268,5
1132051100,서울특별시 도봉구 창1동,잠재 위험,52.86,1,37.64768746242424,127.03646036666666,33
1132051100,서울특별시 도봉구 창1동,잠재 위험,52.86,2,37.648778092307694,127.04863358461537,13
1132051100,서울특별시 도봉구 창1동,잠재 위험,52.86,3,37.64907367749999,127.04473790000002,12
1150055000,서울특별시 강서구 화곡2동,잠재 위험,52.45,1,37.53216207860465,126.85448612325582,43
1138053000,서울특별시 은평구 불광2동,잠재 위험,52.4,1,37.622517345862065,126.9213406413793,29
1138053000,서울특별시 은평구 불광2동,잠재 위험,52.4,2,37.62542025392857,126.9288851642857,28
1138053000,서울특별시 은평구 불광2동,잠재 위험,52.4,3,37.621866714285716,126.92660007142857,7
1130563500,서울특별시 강북구 수유3동,잠재 위험,52.32,1,37.63985574075861,127.02402267172413,145
1154568000,서울특별시 금천구 시흥2동,잠재 위험,52.32,1,37.45012280954545,126.91685017727272,22
1130563500,서울특별시 강북구 수유3동,잠재 위험,52.32,2,37.6448847,127.024639375,4
1154568000,서울특별시 금천구 시흥2동,잠재 위험,52.32,2,37.45328808,126.92053112,5
1130563500,서울특별시 강북구 수유3동,잠재 위험,52.32,3,37.640569355,127.017735175,4
